Symbol,Market_Cap,EBITDA_Margin,ROA,Debt_Equity,Sector,Sub_Industry
ERIE,21093484544,0.20193,0.16552,0.378,Financial Services,Insurance Brokers
TROW,18870568960,0.39812002,0.11412,2.95,Financial Services,Asset Management
TPL,26758215680,0.80684996,0.28298,0.11,Energy,Oil & Gas E&P
